dataset,tree_type,flip_percentage,parameters,fold,accuracy
Ionosphere,CART,30,10,1,0.6590909090909091
Ionosphere,CART,30,100,1,0.6590909090909091
Ionosphere,CART,30,1000,1,0.6590909090909091
Ionosphere,CART,30,10000,1,0.6590909090909091
Ionosphere,CART,30,100000,1,0.6590909090909091
Ionosphere,CART,30,1e-05,2,0.5795454545454546
Ionosphere,CART,30,0.0001,2,0.5795454545454546
Ionosphere,CART,30,0.001,2,0.5795454545454546
Ionosphere,CART,30,0.01,2,0.5795454545454546
Ionosphere,CART,30,0.1,2,0.5568181818181818
Ionosphere,CART,30,1,2,0.5568181818181818
Ionosphere,CART,30,10,2,0.5568181818181818
Ionosphere,CART,30,100,2,0.5568181818181818
Ionosphere,CART,30,1000,2,0.5568181818181818
Ionosphere,CART,30,10000,2,0.5568181818181818
Ionosphere,CART,30,100000,2,0.5568181818181818
Ionosphere,CART,30,1e-05,3,0.8636363636363636
Ionosphere,CART,30,0.0001,3,0.8636363636363636
Ionosphere,CART,30,0.001,3,0.8636363636363636
Ionosphere,CART,30,0.01,3,0.8636363636363636
Ionosphere,CART,30,0.1,3,0.6818181818181818
Ionosphere,CART,30,1,3,0.6818181818181818
Ionosphere,CART,30,10,3,0.6818181818181818
Ionosphere,CART,30,100,3,0.6818181818181818
Ionosphere,CART,30,1000,3,0.6818181818181818
Ionosphere,CART,30,10000,3,0.6818181818181818
Ionosphere,CART,30,100000,3,0.6818181818181818
Ionosphere,CART,30,1e-05,4,0.8390804597701149
Ionosphere,CART,30,0.0001,4,0.8390804597701149
Ionosphere,CART,30,0.001,4,0.8390804597701149
Ionosphere,CART,30,0.01,4,0.8275862068965517
Ionosphere,CART,30,0.1,4,0.6666666666666666
Ionosphere,CART,30,1,4,0.6666666666666666
Ionosphere,CART,30,10,4,0.6666666666666666
Ionosphere,CART,30,100,4,0.6666666666666666
Ionosphere,CART,30,1000,4,0.6666666666666666
Ionosphere,CART,30,10000,4,0.6666666666666666
Ionosphere,CART,30,100000,4,0.6666666666666666
Ionosphere,CART,40,1e-05,1,0.6136363636363636
Ionosphere,CART,40,0.0001,1,0.6136363636363636
Ionosphere,CART,40,0.001,1,0.6136363636363636
Ionosphere,CART,40,0.01,1,0.6136363636363636
Ionosphere,CART,40,0.1,1,0.6136363636363636
Ionosphere,CART,40,1,1,0.6136363636363636
Ionosphere,CART,40,10,1,0.6136363636363636
Ionosphere,CART,40,100,1,0.6136363636363636
Ionosphere,CART,40,1000,1,0.6136363636363636
Ionosphere,CART,40,10000,1,0.6136363636363636
Ionosphere,CART,40,100000,1,0.6136363636363636
Ionosphere,CART,40,1e-05,2,0.6590909090909091
Ionosphere,CART,40,0.0001,2,0.6590909090909091
Ionosphere,CART,40,0.001,2,0.6590909090909091
Ionosphere,CART,40,0.01,2,0.6704545454545454
Ionosphere,CART,40,0.1,2,0.6590909090909091
Ionosphere,CART,40,1,2,0.6590909090909091
Ionosphere,CART,40,10,2,0.6590909090909091
Ionosphere,CART,40,100,2,0.6590909090909091
Ionosphere,CART,40,1000,2,0.6590909090909091
Ionosphere,CART,40,10000,2,0.6590909090909091
Ionosphere,CART,40,100000,2,0.6590909090909091
Ionosphere,CART,40,1e-05,3,0.7045454545454546
Ionosphere,CART,40,0.0001,3,0.7045454545454546
Ionosphere,CART,40,0.001,3,0.7045454545454546
Ionosphere,CART,40,0.01,3,0.7045454545454546
Ionosphere,CART,40,0.1,3,0.6590909090909091
Ionosphere,CART,40,1,3,0.6590909090909091
Ionosphere,CART,40,10,3,0.6590909090909091
Ionosphere,CART,40,100,3,0.6590909090909091
Ionosphere,CART,40,1000,3,0.6590909090909091
Ionosphere,CART,40,10000,3,0.6590909090909091
Ionosphere,CART,40,100000,3,0.6590909090909091
Ionosphere,CART,40,1e-05,4,0.47126436781609193
Ionosphere,CART,40,0.0001,4,0.47126436781609193
Ionosphere,CART,40,0.001,4,0.47126436781609193
Ionosphere,CART,40,0.01,4,0.47126436781609193
Ionosphere,CART,40,0.1,4,0.632183908045977
Ionosphere,CART,40,1,4,0.632183908045977
Ionosphere,CART,40,10,4,0.632183908045977
Ionosphere,CART,40,100,4,0.632183908045977
Ionosphere,CART,40,1000,4,0.632183908045977
Ionosphere,CART,40,10000,4,0.632183908045977
Ionosphere,CART,40,100000,4,0.632183908045977
MONK's,CART,20,1e-05,1,0.7222222222222222
MONK's,CART,20,0.0001,1,0.7222222222222222
MONK's,CART,20,0.001,1,0.7222222222222222
MONK's,CART,20,0.01,1,0.7222222222222222
MONK's,CART,20,0.1,1,0.5370370370370371
MONK's,CART,20,1,1,0.5370370370370371
MONK's,CART,20,10,1,0.5370370370370371
MONK's,CART,20,100,1,0.5370370370370371
MONK's,CART,20,1000,1,0.5370370370370371
MONK's,CART,20,10000,1,0.5370370370370371
MONK's,CART,20,100000,1,0.5370370370370371
MONK's,CART,20,1e-05,2,0.6759259259259259
MONK's,CART,20,0.0001,2,0.6759259259259259
MONK's,CART,20,0.001,2,0.6759259259259259
MONK's,CART,20,0.01,2,0.7685185185185185
MONK's,CART,20,0.1,2,0.4537037037037037
MONK's,CART,20,1,2,0.4537037037037037
MONK's,CART,20,10,2,0.4537037037037037
MONK's,CART,20,100,2,0.4537037037037037
MONK's,CART,20,1000,2,0.4537037037037037
MONK's,CART,20,10000,2,0.4537037037037037
MONK's,CART,20,100000,2,0.4537037037037037
MONK's,CART,20,1e-05,3,0.7222222222222222
MONK's,CART,20,0.0001,3,0.7222222222222222
MONK's,CART,20,0.001,3,0.7222222222222222
MONK's,CART,20,0.01,3,0.7870370370370371
MONK's,CART,20,0.1,3,0.5370370370370371
MONK's,CART,20,1,3,0.5370370370370371
MONK's,CART,20,10,3,0.5370370370370371
MONK's,CART,20,100,3,0.5370370370370371
MONK's,CART,20,1000,3,0.5370370370370371
MONK's,CART,20,10000,3,0.5370370370370371
MONK's,CART,20,100000,3,0.5370370370370371
MONK's,CART,20,1e-05,4,0.6851851851851852
MONK's,CART,20,0.0001,4,0.6851851851851852
MONK's,CART,20,0.001,4,0.6851851851851852
MONK's,CART,20,0.01,4,0.7222222222222222
MONK's,CART,20,0.1,4,0.5277777777777778
MONK's,CART,20,1,4,0.5277777777777778
MONK's,CART,20,10,4,0.5277777777777778
MONK's,CART,20,100,4,0.5277777777777778
MONK's,CART,20,1000,4,0.5277777777777778
MONK's,CART,20,10000,4,0.5277777777777778
MONK's,CART,20,100000,4,0.5277777777777778
MONK's,CART,30,1e-05,1,0.6574074074074074
MONK's,CART,30,0.0001,1,0.6574074074074074
MONK's,CART,30,0.001,1,0.6574074074074074
MONK's,CART,30,0.01,1,0.7129629629629629
MONK's,CART,30,0.1,1,0.5
MONK's,CART,30,1,1,0.5
MONK's,CART,30,10,1,0.5
MONK's,CART,30,100,1,0.5
MONK's,CART,30,1000,1,0.5
MONK's,CART,30,10000,1,0.5
MONK's,CART,30,100000,1,0.5
MONK's,CART,30,1e-05,2,0.6666666666666666
MONK's,CART,30,0.0001,2,0.6666666666666666
MONK's,CART,30,0.001,2,0.6666666666666666
MONK's,CART,30,0.01,2,0.7685185185185185
MONK's,CART,30,0.1,2,0.4722222222222222
MONK's,CART,30,1,2,0.4722222222222222
MONK's,CART,30,10,2,0.4722222222222222
MONK's,CART,30,100,2,0.4722222222222222
MONK's,CART,30,1000,2,0.4722222222222222
MONK's,CART,30,10000,2,0.4722222222222222
MONK's,CART,30,100000,2,0.4722222222222222
MONK's,CART,30,1e-05,3,0.7870370370370371
MONK's,CART,30,0.0001,3,0.7870370370370371
MONK's,CART,30,0.001,3,0.7870370370370371
MONK's,CART,30,0.01,3,0.8333333333333334
MONK's,CART,30,0.1,3,0.5277777777777778
MONK's,CART,30,1,3,0.5277777777777778
MONK's,CART,30,10,3,0.5277777777777778
MONK's,CART,30,100,3,0.5277777777777778
MONK's,CART,30,1000,3,0.5277777777777778
MONK's,CART,30,10000,3,0.5277777777777778
MONK's,CART,30,100000,3,0.5277777777777778
MONK's,CART,30,1e-05,4,0.6481481481481481
MONK's,CART,30,0.0001,4,0.6481481481481481
MONK's,CART,30,0.001,4,0.6481481481481481
MONK's,CART,30,0.01,4,0.7314814814814815
MONK's,CART,30,0.1,4,0.5
MONK's,CART,30,1,4,0.5
MONK's,CART,30,10,4,0.5
MONK's,CART,30,100,4,0.5
MONK's,CART,30,1000,4,0.5
MONK's,CART,30,10000,4,0.5
MONK's,CART,30,100000,4,0.5
MONK's,CART,40,1e-05,1,0.7037037037037037
MONK's,CART,40,0.0001,1,0.7037037037037037
MONK's,CART,40,0.001,1,0.7037037037037037
MONK's,CART,40,0.01,1,0.6759259259259259
MONK's,CART,40,0.1,1,0.5277777777777778
MONK's,CART,40,1,1,0.5277777777777778
MONK's,CART,40,10,1,0.5277777777777778
MONK's,CART,40,100,1,0.5277777777777778
MONK's,CART,40,1000,1,0.5277777777777778
MONK's,CART,40,10000,1,0.5277777777777778
MONK's,CART,40,100000,1,0.5277777777777778
MONK's,CART,40,1e-05,2,0.6203703703703703
MONK's,CART,40,0.0001,2,0.6203703703703703
MONK's,CART,40,0.001,2,0.6203703703703703
MONK's,CART,40,0.01,2,0.48148148148148145
MONK's,CART,40,0.1,2,0.48148148148148145
MONK's,CART,40,1,2,0.48148148148148145
MONK's,CART,40,10,2,0.48148148148148145
MONK's,CART,40,100,2,0.48148148148148145
MONK's,CART,40,1000,2,0.48148148148148145
MONK's,CART,40,10000,2,0.48148148148148145
MONK's,CART,40,100000,2,0.48148148148148145
MONK's,CART,40,1e-05,3,0.5462962962962963
MONK's,CART,40,0.0001,3,0.5462962962962963
MONK's,CART,40,0.001,3,0.5462962962962963
MONK's,CART,40,0.01,3,0.8333333333333334
MONK's,CART,40,0.1,3,0.42592592592592593
MONK's,CART,40,1,3,0.42592592592592593
MONK's,CART,40,10,3,0.42592592592592593
MONK's,CART,40,100,3,0.42592592592592593
MONK's,CART,40,1000,3,0.42592592592592593
MONK's,CART,40,10000,3,0.42592592592592593
MONK's,CART,40,100000,3,0.42592592592592593
MONK's,CART,40,1e-05,4,0.7222222222222222
MONK's,CART,40,0.0001,4,0.7222222222222222
MONK's,CART,40,0.001,4,0.7222222222222222
MONK's,CART,40,0.01,4,0.4722222222222222
MONK's,CART,40,0.1,4,0.4722222222222222
MONK's,CART,40,1,4,0.4722222222222222
MONK's,CART,40,10,4,0.4722222222222222
MONK's,CART,40,100,4,0.4722222222222222
MONK's,CART,40,1000,4,0.4722222222222222
MONK's,CART,40,10000,4,0.4722222222222222
MONK's,CART,40,100000,4,0.4722222222222222
Sonar,CART,20,1e-05,1,0.6153846153846154
Sonar,CART,20,0.0001,1,0.6153846153846154
Sonar,CART,20,0.001,1,0.6153846153846154
Sonar,CART,20,0.01,1,0.6153846153846154
Sonar,CART,20,0.1,1,0.5
Sonar,CART,20,1,1,0.5
Sonar,CART,20,10,1,0.5
Sonar,CART,20,100,1,0.5
Sonar,CART,20,1000,1,0.5
Sonar,CART,20,10000,1,0.5
Sonar,CART,20,100000,1,0.5
Sonar,CART,20,1e-05,2,0.5
Sonar,CART,20,0.0001,2,0.5
Sonar,CART,20,0.001,2,0.5
Sonar,CART,20,0.01,2,0.5
Sonar,CART,20,0.1,2,0.5192307692307693
Sonar,CART,20,1,2,0.5192307692307693
Sonar,CART,20,10,2,0.5192307692307693
Sonar,CART,20,100,2,0.5192307692307693
Sonar,CART,20,1000,2,0.5192307692307693
Sonar,CART,20,10000,2,0.5192307692307693
Sonar,CART,20,100000,2,0.5192307692307693
Sonar,CART,20,1e-05,3,0.6153846153846154
Sonar,CART,20,0.0001,3,0.6153846153846154
Sonar,CART,20,0.001,3,0.6153846153846154
Sonar,CART,20,0.01,3,0.6153846153846154
Sonar,CART,20,0.1,3,0.38461538461538464
Sonar,CART,20,1,3,0.38461538461538464
Sonar,CART,20,10,3,0.38461538461538464
Sonar,CART,20,100,3,0.38461538461538464
Sonar,CART,20,1000,3,0.38461538461538464
Sonar,CART,20,10000,3,0.38461538461538464
Sonar,CART,20,100000,3,0.38461538461538464
Sonar,CART,20,1e-05,4,0.6923076923076923
Sonar,CART,20,0.0001,4,0.6923076923076923
Sonar,CART,20,0.001,4,0.6923076923076923
Sonar,CART,20,0.01,4,0.6923076923076923
Sonar,CART,20,0.1,4,0.6538461538461539
Sonar,CART,20,1,4,0.5
Sonar,CART,20,10,4,0.5
Sonar,CART,20,100,4,0.5
Sonar,CART,20,1000,4,0.5
Sonar,CART,20,10000,4,0.5
Sonar,CART,20,100000,4,0.5
Sonar,CART,30,1e-05,1,0.5961538461538461
Sonar,CART,30,0.0001,1,0.5961538461538461
Sonar,CART,30,0.001,1,0.5961538461538461
Sonar,CART,30,0.01,1,0.5961538461538461
Sonar,CART,30,0.1,1,0.5576923076923077
Sonar,CART,30,1,1,0.5576923076923077
Sonar,CART,30,10,1,0.5576923076923077
Sonar,CART,30,100,1,0.5576923076923077
Sonar,CART,30,1000,1,0.5576923076923077
Sonar,CART,30,10000,1,0.5576923076923077
Sonar,CART,30,100000,1,0.5576923076923077
Sonar,CART,30,1e-05,2,0.6730769230769231
Sonar,CART,30,0.0001,2,0.6730769230769231
Sonar,CART,30,0.001,2,0.6730769230769231
Sonar,CART,30,0.01,2,0.6730769230769231
Sonar,CART,30,0.1,2,0.5
Sonar,CART,30,1,2,0.5
Sonar,CART,30,10,2,0.5
Sonar,CART,30,100,2,0.5
Sonar,CART,30,1000,2,0.5
Sonar,CART,30,10000,2,0.5
Sonar,CART,30,100000,2,0.5
Sonar,CART,30,1e-05,3,0.5961538461538461
Sonar,CART,30,0.0001,3,0.5961538461538461
Sonar,CART,30,0.001,3,0.5961538461538461
Sonar,CART,30,0.01,3,0.5961538461538461
Sonar,CART,30,0.1,3,0.6923076923076923
Sonar,CART,30,1,3,0.6923076923076923
Sonar,CART,30,10,3,0.6923076923076923
Sonar,CART,30,100,3,0.6923076923076923
Sonar,CART,30,1000,3,0.6923076923076923
Sonar,CART,30,10000,3,0.6923076923076923
Sonar,CART,30,100000,3,0.6923076923076923
Sonar,CART,30,1e-05,4,0.5
Sonar,CART,30,0.0001,4,0.5
Sonar,CART,30,0.001,4,0.5
Sonar,CART,30,0.01,4,0.5
Sonar,CART,30,0.1,4,0.6153846153846154
Sonar,CART,30,1,4,0.6153846153846154
Sonar,CART,30,10,4,0.6153846153846154
Sonar,CART,30,100,4,0.6153846153846154
Sonar,CART,30,1000,4,0.6153846153846154
Sonar,CART,30,10000,4,0.6153846153846154
Sonar,CART,30,100000,4,0.6153846153846154
Sonar,CART,40,1e-05,1,0.6538461538461539
Sonar,CART,40,0.0001,1,0.6538461538461539
Sonar,CART,40,0.001,1,0.6538461538461539
Sonar,CART,40,0.01,1,0.6538461538461539
Sonar,CART,40,0.1,1,0.5192307692307693
Sonar,CART,40,1,1,0.5192307692307693
Sonar,CART,40,10,1,0.5192307692307693
Sonar,CART,40,100,1,0.5192307692307693
Sonar,CART,40,1000,1,0.5192307692307693
Sonar,CART,40,10000,1,0.5192307692307693
Sonar,CART,40,100000,1,0.5192307692307693
Sonar,CART,40,1e-05,2,0.4423076923076923
Sonar,CART,40,0.0001,2,0.4423076923076923
Sonar,CART,40,0.001,2,0.4423076923076923
Sonar,CART,40,0.01,2,0.4423076923076923
Sonar,CART,40,0.1,2,0.6538461538461539
Sonar,CART,40,1,2,0.6538461538461539
Sonar,CART,40,10,2,0.6538461538461539
Sonar,CART,40,100,2,0.6538461538461539
Sonar,CART,40,1000,2,0.6538461538461539
Sonar,CART,40,10000,2,0.6538461538461539
Sonar,CART,40,100000,2,0.6538461538461539
Sonar,CART,40,1e-05,3,0.6730769230769231
Sonar,CART,40,0.0001,3,0.6730769230769231
Sonar,CART,40,0.001,3,0.6730769230769231
Sonar,CART,40,0.01,3,0.6730769230769231
Sonar,CART,40,0.1,3,0.4807692307692308
Sonar,CART,40,1,3,0.4807692307692308
Sonar,CART,40,10,3,0.4807692307692308
Sonar,CART,40,100,3,0.4807692307692308
Sonar,CART,40,1000,3,0.4807692307692308
Sonar,CART,40,10000,3,0.4807692307692308
Sonar,CART,40,100000,3,0.4807692307692308
Sonar,CART,40,1e-05,4,0.46153846153846156
Sonar,CART,40,0.0001,4,0.46153846153846156
Sonar,CART,40,0.001,4,0.46153846153846156
Sonar,CART,40,0.01,4,0.46153846153846156
Sonar,CART,40,0.1,4,0.5192307692307693
Sonar,CART,40,1,4,0.5192307692307693
Sonar,CART,40,10,4,0.5192307692307693
Sonar,CART,40,100,4,0.5192307692307693
Sonar,CART,40,1000,4,0.5192307692307693
Sonar,CART,40,10000,4,0.5192307692307693
Sonar,CART,40,100000,4,0.5192307692307693
Wholesale,CART,20,1e-05,1,0.8909090909090909
Wholesale,CART,20,0.0001,1,0.8909090909090909
Wholesale,CART,20,0.001,1,0.8909090909090909
Wholesale,CART,20,0.01,1,0.9090909090909091
Wholesale,CART,20,0.1,1,0.9454545454545454
Wholesale,CART,20,1,1,0.6727272727272727
Wholesale,CART,20,10,1,0.6727272727272727
Wholesale,CART,20,100,1,0.6727272727272727
Wholesale,CART,20,1000,1,0.6727272727272727
Wholesale,CART,20,10000,1,0.6727272727272727
Wholesale,CART,20,100000,1,0.6727272727272727
Wholesale,CART,20,1e-05,2,0.9
Wholesale,CART,20,0.0001,2,0.9
Wholesale,CART,20,0.001,2,0.9
Wholesale,CART,20,0.01,2,0.9090909090909091
Wholesale,CART,20,0.1,2,0.9
Wholesale,CART,20,1,2,0.6818181818181818
Wholesale,CART,20,10,2,0.6818181818181818
Wholesale,CART,20,100,2,0.6818181818181818
Wholesale,CART,20,1000,2,0.6818181818181818
Wholesale,CART,20,10000,2,0.6818181818181818
Wholesale,CART,20,100000,2,0.6818181818181818
Wholesale,CART,20,1e-05,3,0.8363636363636363
Wholesale,CART,20,0.0001,3,0.8363636363636363
Wholesale,CART,20,0.001,3,0.8363636363636363
Wholesale,CART,20,0.01,3,0.8363636363636363
Wholesale,CART,20,0.1,3,0.7090909090909091
Wholesale,CART,20,1,3,0.7090909090909091
Wholesale,CART,20,10,3,0.7090909090909091
Wholesale,CART,20,100,3,0.7090909090909091
Wholesale,CART,20,1000,3,0.7090909090909091
Wholesale,CART,20,10000,3,0.7090909090909091
Wholesale,CART,20,100000,3,0.7090909090909091
Wholesale,CART,20,1e-05,4,0.8818181818181818
Wholesale,CART,20,0.0001,4,0.8818181818181818
Wholesale,CART,20,0.001,4,0.8818181818181818
Wholesale,CART,20,0.01,4,0.9
Wholesale,CART,20,0.1,4,0.9
Wholesale,CART,20,1,4,0.6454545454545455
Wholesale,CART,20,10,4,0.6454545454545455
Wholesale,CART,20,100,4,0.6454545454545455
Wholesale,CART,20,1000,4,0.6454545454545455
Wholesale,CART,20,10000,4,0.6454545454545455
Wholesale,CART,20,100000,4,0.6454545454545455
Wholesale,CART,30,1e-05,1,0.8545454545454545
Wholesale,CART,30,0.0001,1,0.8545454545454545
Wholesale,CART,30,0.001,1,0.8545454545454545
Wholesale,CART,30,0.01,1,0.8909090909090909
Wholesale,CART,30,0.1,1,0.6363636363636364
Wholesale,CART,30,1,1,0.6363636363636364
Wholesale,CART,30,10,1,0.6363636363636364
Wholesale,CART,30,100,1,0.6363636363636364
Wholesale,CART,30,1000,1,0.6363636363636364
Wholesale,CART,30,10000,1,0.6363636363636364
Wholesale,CART,30,100000,1,0.6363636363636364
Wholesale,CART,30,1e-05,2,0.7545454545454545
Wholesale,CART,30,0.0001,2,0.7545454545454545
Wholesale,CART,30,0.001,2,0.7545454545454545
Wholesale,CART,30,0.01,2,0.8272727272727273
Wholesale,CART,30,0.1,2,0.7
Wholesale,CART,30,1,2,0.7
Wholesale,CART,30,10,2,0.7
Wholesale,CART,30,100,2,0.7
Wholesale,CART,30,1000,2,0.7
Wholesale,CART,30,10000,2,0.7
Wholesale,CART,30,100000,2,0.7
Wholesale,CART,30,1e-05,3,0.9
Wholesale,CART,30,0.0001,3,0.9
Wholesale,CART,30,0.001,3,0.9
Wholesale,CART,30,0.01,3,0.9
Wholesale,CART,30,0.1,3,0.7090909090909091
Wholesale,CART,30,1,3,0.7090909090909091
Wholesale,CART,30,10,3,0.7090909090909091
Wholesale,CART,30,100,3,0.7090909090909091
Wholesale,CART,30,1000,3,0.7090909090909091
Wholesale,CART,30,10000,3,0.7090909090909091
Wholesale,CART,30,100000,3,0.7090909090909091
Wholesale,CART,30,1e-05,4,0.7363636363636363
Wholesale,CART,30,0.0001,4,0.7363636363636363
Wholesale,CART,30,0.001,4,0.7363636363636363
Wholesale,CART,30,0.01,4,0.7454545454545455
Wholesale,CART,30,0.1,4,0.6636363636363637
Wholesale,CART,30,1,4,0.6636363636363637
Wholesale,CART,30,10,4,0.6636363636363637
Wholesale,CART,30,100,4,0.6636363636363637
Wholesale,CART,30,1000,4,0.6636363636363637
Wholesale,CART,30,10000,4,0.6636363636363637
Wholesale,CART,30,100000,4,0.6636363636363637
Wholesale,CART,40,1e-05,1,0.5727272727272728
Wholesale,CART,40,0.0001,1,0.5727272727272728
Wholesale,CART,40,0.001,1,0.5727272727272728
Wholesale,CART,40,0.01,1,0.7
Wholesale,CART,40,0.1,1,0.7090909090909091
Wholesale,CART,40,1,1,0.7090909090909091
Wholesale,CART,40,10,1,0.7090909090909091
Wholesale,CART,40,100,1,0.7090909090909091
Wholesale,CART,40,1000,1,0.7090909090909091
Wholesale,CART,40,10000,1,0.7090909090909091
Wholesale,CART,40,100000,1,0.7090909090909091
Wholesale,CART,40,1e-05,2,0.8181818181818182
Wholesale,CART,40,0.0001,2,0.8181818181818182
Wholesale,CART,40,0.001,2,0.8181818181818182
Wholesale,CART,40,0.01,2,0.5363636363636364
Wholesale,CART,40,0.1,2,0.6545454545454545
Wholesale,CART,40,1,2,0.6545454545454545
Wholesale,CART,40,10,2,0.6545454545454545
Wholesale,CART,40,100,2,0.6545454545454545
Wholesale,CART,40,1000,2,0.6545454545454545
Wholesale,CART,40,10000,2,0.6545454545454545
Wholesale,CART,40,100000,2,0.6545454545454545
Wholesale,CART,40,1e-05,3,0.23636363636363636
Wholesale,CART,40,0.0001,3,0.23636363636363636
Wholesale,CART,40,0.001,3,0.23636363636363636
Wholesale,CART,40,0.01,3,0.23636363636363636
Wholesale,CART,40,0.1,3,0.6454545454545455
Wholesale,CART,40,1,3,0.6454545454545455
Wholesale,CART,40,10,3,0.6454545454545455
Wholesale,CART,40,100,3,0.6454545454545455
Wholesale,CART,40,1000,3,0.6454545454545455
Wholesale,CART,40,10000,3,0.6454545454545455
Wholesale,CART,40,100000,3,0.6454545454545455
Wholesale,CART,40,1e-05,4,0.7181818181818181
Wholesale,CART,40,0.0001,4,0.7181818181818181
Wholesale,CART,40,0.001,4,0.7181818181818181
Wholesale,CART,40,0.01,4,0.8181818181818182
Wholesale,CART,40,0.1,4,0.7
Wholesale,CART,40,1,4,0.7
Wholesale,CART,40,10,4,0.7
Wholesale,CART,40,100,4,0.7
Wholesale,CART,40,1000,4,0.7
Wholesale,CART,40,10000,4,0.7
Wholesale,CART,40,100000,4,0.7
